"Sygnatura czasowa","Oświadczam, że poinformowano mnie o celu powyższego badania, czasie trwania, sposobie jego przeprowadzenia oraz o moich prawach i obowiązkach. 

Poinformowano mnie, że dodatkowe pytania dotyczące badania mogę kierować bezpośrednio do osoby prowadzącej badania.

Oświadczam, że wszelkie podane przeze mnie informacje są zgodne z prawdą i mam świadomość przysługującego mi prawa do odstąpienia od udziału w badaniu na każdym jego etapie, bez podania przyczyny. 

Niniejszym wyrażam pełną, świadomą i dobrowolną zgodę na udział w tym badaniu oraz na anonimowe przetwarzanie, udostępnianie i na publikację wyników moich badań, zgodnie z ustawą z dnia 10 maja 2018 roku o ochronie danych osobowych (Dz. Ustaw z 2018, poz. 1000) oraz zgodnie z Rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (RODO).","Płeć","Wiek","Miejsce zamieszkania","Posiadany tytuł/stopień naukowy/zawodowy","Miejsce pracy","Poziom awansu zawodowego","Czy w przeciągu ostatnich 2 lat miał_a Pan/Pani przerwę w wykonywaniu zawodu dłuższą niż 6 miesięcy?","Czy pracuje Pan/Pani jako nauczyciel emerytowany?","Często odnosiłam/em sukcesy w teście lub zadaniu, mimo iż bałam/em się, że nie wykonam zadania, zanim się go podjęłam/podjąłem. ","Mogę sprawiać wrażenie, że jestem bardziej kompetentna/y niż w rzeczywistości. ","Unikam ocen, jeśli to możliwe i boję się, że inni mnie oceniają.","Kiedy ludzie chwalą mnie za coś, co osiągnęłam/osiągnąłem, obawiam się, że nie będę w stanie sprostać ich oczekiwaniom w przyszłości.","Czasami myślę, że uzyskałam/em obecną pozycję lub osiągnęłam/osiągnąłem aktualny sukces, ponieważ miałam/em szczęście być we właściwym miejscu, we właściwym czasie lub znać właściwych ludzi.","Obawiam się, że ludzie dla mnie ważni mogą dowiedzieć się, że nie jestem tak zdolna/y, jak myślą.","Mam tendencję do pamiętania pewnych wydarzeń, w których nie zrobiłam/em wszystkiego, co w mojej mocy, o wiele bardziej niż sytuacji, gdy uczyniłam/em wszystko najlepiej, jak potrafiłam/em.","Rzadko wykonuję projekt lub zadanie tak dobrze, jak chciałabym/chciałbym to zrobić.","Czasami czuję lub wierzę, że mój sukces w życiu lub w pracy jest wynikiem jakiegoś błędu.","Trudno mi przyjmować komplementy lub pochwały dotyczące mojej inteligencji lub osiągnięć.","Czasami czuję, że mój sukces jest wynikiem jakiegoś rodzaju szczęścia.","Czasami jestem rozczarowana/y moimi obecnymi osiągnięciami i sądzę, że powinnam była/powinienem był osiągnąć znacznie więcej.","Czasami boję się, że inni odkryją, ile wiedzy lub umiejętności naprawdę mi brakuje.","Często boję się, że mogę zawieść w nowym zadaniu lub przedsięwzięciu, mimo że ogólnie dobrze sobie radzę.","Gdy coś mi się udaje i otrzymuję uznanie za moje osiągnięcia, mam wątpliwości, czy będę w stanie powtórzyć ten sukces.","Kiedy otrzymuję pochwały i dowody uznania za coś, co osiągnęłam/osiągnąłem, mam tendencję do umniejszania znaczenia tego, co zrobiłam/em.","Często porównuję swoje zdolności ze zdolnościami osób z mojego z otoczenia, i sądzę, że inni mogą być bardziej inteligentni niż ja.","Często martwię się, że nie uda mi się odnieść sukcesu w projekcie lub na egzaminie, mimo że ludzie z mojego otoczenia są pewni, że dobrze sobie poradzę.","Jeśli mam awansować lub zdobyć czyjeś uznanie, waham się powiedzieć innym, dopóki nie stanie się to faktem dokonanym.","Czuję się źle oraz jestem zniechęcona/zniechęcony, gdy nie jestem „najlepsza”/""najlepszy"" lub przynajmniej „bardzo wyjątkowa”/ ""bardzo wyjątkowy"" w sytuacjach, które wymagają osiągnięć.","Moi rodzice stawiali (stawiają) mi bardzo wysokie wymagania","Jako dziecko byłam(-em) karana(-y) kiedy nie zrobiłam(-em) czegoś idealnie","Gdybym nie stawiał(a) sobie najwyższych wymagań, to prawdopodobnie skończył(a)bym jako ktoś gorszy od innych","Moi rodzice nigdy nie starali się być wyrozumiali dla moich błędów","Jest dla mnie ważne, żeby być całkowicie kompetentnym we wszystkim co robię","Gdy coś mi się nie udaje w pracy/w szkole, myślę wtedy że nie nadaję się do niczego","Denerwuję się gdy popełniam pomyłkę","Moi rodzice chcieli żebym we wszystkim był(-a) najlepszy(-a)","Wyznaczam sobie ambitniejsze cele niż większość ludzi","Jeżeli ktoś zrobi coś w pracy/w szkole lepiej ode mnie, to mam poczucie, że mi się kompletnie nie udało","Jeśli coś mi się częściowo nie udaje, czuje się tak jakbym odniosła/odniósł całkowitą porażkę","Tylko zrobienie czegoś znakomicie jest (było) wystarczająco dobre dla moich rodziców","Potrafię całkowicie skoncentrować moje wysiłki na osiągnięciu wyznaczonego celu","Nawet gdy robię coś bardzo uważnie, często czuję że to nie jest zrobione całkiem dobrze","Nienawidzę kiedy nie jestem w czymś najlepsza/najlepszy","Mam bardzo ambitne cele","Moi rodzice oczekują (oczekiwali) ode mnie doskonałych wyników","Ludzie prawdopodobnie będą gorzej o mnie myśleć, jeśli popełnię pomyłkę","Nigdy nie czułam/ nie czułem, że mogę spełnić oczekiwania moich rodziców","Jeśli nie robię czegoś tak dobrze jak inni ludzie, to znaczy że jestem mniej wart(-a)","Wydaje mi się, że inni ludzie mają wobec siebie mniejsze wymagania niż ja","Jeśli nie będę cały czas robił(-a) wszystkiego dobrze, ludzie nie będą mnie szanować","Moi rodzice zawsze mieli większe oczekiwania co do mojej przyszłości niż ja sam(-a)","Zazwyczaj mam wątpliwości dotyczące prostych codziennych spraw którymi się zajmuję","Oczekuję od siebie lepszego wykonywania codziennych zadań i obowiązków niż większość ludzi","Mam skłonność do opóźnień/zaległości w pracy, ponieważ w kółko powtarzam różne rzeczy","Dużo czasu zajmuje mi zrobienie czegoś „tak, jak trzeba”","Im mniej pomyłek będę popełniał(-a), tym bardziej ludzie będą mnie lubili","Nigdy nie czułam / nie czułem że mogę sprostać wymaganiom rodziców","Czuję, że moja praca wyczerpuje mnie fizycznie.","Mam poczucie, że jestem w stanie odpowiednio organizować pracę wymaganą na moim stanowisku.","Wydaje mi się, że mam do czynienia z trudniejszymi podopiecznymi niż inni.","Czuję, że praca pasjonuje mnie tak, jak dawniej.","Moi podopieczni wydają mi się niewdzięczni","Jestem zadowolony/zadowolona, że w pracy znalazłem/znalazłam, to czego szukałem/szukałam.","W pracy czuję się pod presją.","Sądzę, że w pracy dobrze dogaduję się z innymi.","Czuję, że moje ideały zawodowe wciąż motywują mnie do pracy.","W pracy czuję się spięty/spięta.","Myślę, że w pracy potrafię skutecznie radzić sobie z większością problemów.","Mam wrażenie, że większość podopiecznych nie podstępuje według moich wskazówek.","Czuję, że nie jestem w stanie mierzyć się z problemami moich podopiecznych.","Relacje z moimi podopiecznymi dają mi satysfakcję.","Myślę, że gdybym mógł/mogła cofnąć czas, to wybrałbym/wybrałabym inny zawód.","Kiedy pracuję, czuję się pełen/pełna energii","Czuję, że nie mam wystarczających kompetencji by stawić czoła temu co nieprzewidziane.","Uważam, że najprzyjemniejszą częścią mojej pracy są kontakty z moimi podopiecznymi.","Wątpię, czy to co robię, ma jakąkolwiek wartość.","Nie czuję się na siłach osiągać celów, które powinienem/powinnam realizować.","Czuję się rozczarowany/rozczarowana swoją pracą, bo nie spełnia moich oczekiwań.","Wystarczy mi krótka przerwa w pracy, żeby odzyskać energię.","Biorę do serca problemy moich podopiecznych.","Praca sprawia, że czuję się aktywny/aktywna i pełen/pełna energii"
"2023/12/19 12:53:32 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","47","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","4","5","3","3","5","4","4","3","4","5","4","1","4","5","4","5","4","4","3","5","2","2","5","2","5","4","4","1","2","5","4","1","2","3","1","2","2","3","1","5","3","3","1","2","2","1","4","2","1","2","2","3","5","3","4","4","5","3","2","5","5","1","5","4","4","5","5","4","4","3","4","5","4"
"2023/12/19 1:13:26 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","46","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","4","2","5","4","2","3","4","3","2","5","4","3","2","3","4","4","4","4","5","2","4","3","2","3","4","2","4","3","4","3","3","3","4","4","3","3","3","4","3","4","3","3","3","4","3","4","4","4","3","3","4","5","2","4","2","6","4","2","5","4","3","2","3","5","2","3","2","5","3","5","3","4","2"
"2023/12/19 1:20:04 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","40","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","3","2","4","1","1","1","4","1","1","2","1","4","1","5","2","4","3","4","2","2","4","2","5","5","5","1","5","4","4","1","1","2","4","5","4","5","5","4","1","3","1","1","1","4","5","2","2","2","1","6","6","1","5","1","3","2","6","2","1","6","6","4","5","2","4","2","5","1","2","1","6","6","2"
"2023/12/19 1:21:08 PM CET","Wyrażam zgodę na udział w badaniu","Nie chcę podawać","42","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel mianowany","Nie","Nie","4","3","1","2","1","1","2","2","1","5","1","2","1","2","2","5","4","5","5","1","2","1","1","1","5","3","2","1","2","1","1","1","2","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","4","2","3","2","1","2","3","6","2","2","2","2","2","5","2","2","1","5","2","2","2","2","5","2"
"2023/12/19 1:21:23 PM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","43","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","4","4","4","3","4","2","4","2","1","2","3","3","2","4","4","4","2","4","4","2","4","4","2","4","2","2","4","5","2","2","2","5","3","3","2","2","5","3","4","2","3","2","5","2","2","2","2","1","5","3","4","2","3","3","5","4","5","4","3","5","4","4","5","2","4","2","5","2","2","2","4","4","4"
"2023/12/19 1:27:19 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","52","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","4","3","4","5","4","3","4","4","3","5","3","4","3","4","4","4","4","4","4","1","2","1","4","3","5","5","5","1","3","1","5","1","5","4","1","1","1","4","1","3","3","4","1","3","3","5","1","4","1","6","6","6","2","2","3","5","6","2","5","6","4","3","5","5","2","5","3","5","5","5","6","6","2"
"2023/12/19 1:35:43 PM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","41","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel mianowany","Tak","Nie","4","2","3","2","1","2","5","3","2","3","2","4","1","3","3","4","3","3","2","3","2","1","4","2","5","4","5","1","3","3","4","1","3","3","2","2","1","4","2","4","5","2","1","3","4","2","3","1","1","4","3","3","3","5","3","6","5","4","2","5","5","4","6","4","5","3","6","4","4","4","4","6","3"
"2023/12/19 1:45:20 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","54","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Stopień naukowy doktora (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","4","3","3","3","3","3","4","2","2","3","2","2","2","2","2","2","3","2","4","3","2","1","1","1","4","2","4","1","2","1","1","1","3","3","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","3","5","1","5","1","5","1","5","5","2","5","2","2","6","2","5","2","6","1","2","1","6","6","5"
"2023/12/19 3:09:25 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","35","Miasto do 100 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel mianowany","Nie","Nie","4","2","3","4","4","2","5","4","1","5","4","3","3","4","4","5","2","5","5","2","3","2","3","1","3","4","4","2","4","1","2","2","4","4","1","5","2","3","1","1","3","1","3","5","5","1","4","1","1","4","4","4","5","4","3","5","4","3","4","3","4","3","4","4","3","3","5","2","3","2","6","5","4"
"2023/12/19 3:17:10 PM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","43","Miasto powyżej 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Tak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023/12/19 4:07:11 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","49","Miasto powyżej 500 tys. mieszkańców","Stopień naukowy doktora (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Nie","5","5","2","4","4","2","4","4","3","4","4","2","4","4","4","4","3","4","5","2","2","1","2","2","4","3","3","1","4","3","3","1","4","3","3","3","1","2","1","1","4","2","1","3","3","1","4","1","1","4","5","2","4","2","5","2","5","5","3","5","3","5","5","2","5","2","6","2","2","2","5","4","5"
"2023/12/19 6:03:56 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","35","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel mianowany","Nie","Nie","3","3","1","1","2","1","3","1","1","2","1","1","1","1","2","1","1","1","3","1","1","1","1","1","3","1","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","5","4","1","3","2","3","1","6","3","2","2","3","1","5","5","2","4","5","2","3","1","5","5","3"
"2023/12/19 7:25:07 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","50 ","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","4","3","2","2","1","1","1","2","1","1","1","2","1","1","1","2","2","2","1","2","1","1","1","1","1","1","2","1","2","1","1","1","3","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","2","6","1","6","1","6","1","6","6","2","6","1","1","6","1","6","1","6","1","1","1","6","6","6"
"2023/12/19 10:56:55 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","50","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Nie","3","4","3","4","4","4","5","3","3","5","4","4","5","3","4","5","5","4","5","3","3","2","2","2","4","2","5","4","2","3","5","2","1","4","3","1","3","4","3","3","4","3","2","3","4","2","2","3","4","6","2","4","1","6","2","4","5","1","5","5","6","5","4","6","2","3","2","6","5","6","3","2","1"
"2023/12/20 2:08:57 AM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","50","Miasto powyżej 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","3","3","3","2","3","2","4","3","2","2","3","4","2","3","2","2","4","2","2","3","2","1","2","2","2","4","4","2","2","3","4","2","2","3","3","3","2","2","3","2","2","3","2","4","3","4","3","2","2","5","4","2","1","2","2","3","5","1","4","5","2","2","2","3","1","1","1","6","5","6","5","4","2"
"2023/12/20 1:20:36 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","49","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Nie","5","3","2","1","3","1","1","1","1","2","4","1","1","1","1","2","2","2","2","2","4","1","1","2","3","5","4","5","5","1","1","1","5","1","1","3","1","1","1","1","4","1","3","1","1","1","2","1","1","4","5","1","5","1","5","1","6","6","1","6","1","5","6","1","5","5","6","1","1","1","5","5","6"
"2023/12/20 8:09:43 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","63","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","4","5","5","5","5","5","5","2","3","4","4","5","4","5","5","5","5","4","3","4","1","1","2","1","4","4","4","1","2","4","1","1","2","4","4","3","1","2","1","3","1","2","1","2","1","1","1","2","1","2","5","2","4","3","5","1","6","5","1","6","2","2","6","1","6","2","6","5","5","1","5","5","6"
"2023/12/20 9:45:23 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","49","Miasto do 100 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Nie","5","3","3","2","2","1","2","1","1","1","2","2","1","2","1","3","1","2","4","3","3","1","1","1","3","1","3","2","4","1","1","1","5","2","1","4","3","1","1","1","3","1","1","1","4","1","2","1","1","3","6","2","5","2","5","3","6","5","1","6","2","1","6","1","6","1","6","1","1","1","6","5","6"
"2023/12/20 10:12:26 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","48","Miasto do 100 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Liceum","Nauczyciel dyplomowany","Nie","Nie","2","3","1","1","1","1","2","2","1","1","4","2","2","2","1","2","2","2","4","2","2","1","2","2","3","1","3","3","2","2","2","3","4","2","2","2","2","1","2","1","2","1","3","1","2","2","2","2","2","3","5","2","4","2","5","2","6","5","1","6","2","2","5","2","5","2","5","2","2","2","5","5","5"
"2023/12/21 12:20:39 AM CET","Wyrażam zgodę na udział w badaniu","Kobieta","55 ","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Szkoła specjalna","Nauczyciel dyplomowany","Nie","Nie","5","5","1","2","1","1","5","3","1","5","1","2","2","2","3","3","2","2","3","1","5","5","5","5","5","1","4","4","5","3","3","4","5","4","4","5","5","4","5","5","4","4","5","4","4","4","4","4","5","5","5","4","3","4","3","4","6","4","3","4","2","2","5","3","3","2","5","1","2","2","4","5","3"
"2023/12/22 10:14:52 AM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","33","Miasto powyżej 500 tys. mieszkańców","Stopień naukowy doktora (lub równorzędny)","Uczelnia wyższa","Adiunkt","Nie","Nie","4","3","3","3","5","2","2","5","3","5","5","1","1","3","4","5","5","5","1","2","2","2","2","2","4","4","2","1","4","1","1","1","3","2","2","4","2","2","2","2","4","2","1","2","4","4","1","2","2","1","5","1","4","1","6","3","4","4","2","5","2","2","6","1","6","6","4","1","2","1","5","5","5"
"2023/12/22 11:09:11 AM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","33","Miasto powyżej 500 tys. mieszkańców","Stopień naukowy doktora (lub równorzędny)","Uczelnia wyższa","Adiunkt","Nie","Nie","4","2","4","4","4","4","5","4","4","4","4","4","4","4","4","5","3","3","4","3","4","4","4","4","4","3","2","2","2","3","2","5","4","4","2","2","4","4","4","3","3","3","3","3","4","3","4","3","4","4","5","2","2","2","3","3","5","2","3","5","4","4","4","4","3","4","3","2","5","5","3","4","3"
"2023/12/23 11:08:46 AM CET","Wyrażam zgodę na udział w badaniu","Kobieta","52","Wieś","Tytuł naukowy profesora (lub równorzędny)","Uczelnia wyższa","Profesor","Nie","Nie","2","3","2","1","2","2","4","2","1","3","2","2","2","4","2","2","2","3","3","3","4","3","5","4","5","3","5","4","5","2","3","4","4","2","2","5","4","4","1","2","4","2","2","2","4","1","1","2","1","5","5","2","5","2","5","5","6","5","3","5","2","2","6","2","5","2","6","2","3","2","4","5","5"
"2023/12/28 2:57:12 AM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","36","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","5","3","2","2","3","2","4","3","1","2","2","2","2","2","2","2","2","3","2","2","2","1","3","2","5","2","2","1","3","1","1","1","3","3","2","3","2","2","2","1","3","1","1","2","3","3","3","1","2","2","4","2","6","2","6","2","5","6","1","5","2","2","6","1","5","2","6","2","2","1","3","4","5"
"2023/12/28 9:12:02 AM CET","Wyrażam zgodę na udział w badaniu","Mężczyzna","50","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","3","3","2","2","2","2","3","4","2","3","3","3","2","2","2","3","2","2","4","2","2","2","3","1","3","1","3","1","4","1","1","3","4","3","1","3","2","4","1","3","3","4","1","2","4","2","3","4","5","2","5","2","6","2","6","3","6","6","2","6","3","2","6","1","6","2","6","1","2","2","6","6","6"
"2023/12/28 2:28:14 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","63","Wieś","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","5","3","3","3","2","2","2","2","1","4","2","2","2","2","2","2","2","2","4","1","2","3","3","3","2","2","4","2","4","2","2","2","4","4","2","4","4","2","2","2","2","2","2","2","2","4","4","1","2","5","6","1","3","4","2","2","5","6","4","5","3","5","5","5","2","1","5","2","5","5","4","5","2"
"2023/12/28 2:32:13 PM CET","Wyrażam zgodę na udział w badaniu","Kobieta","58","Miasto powyżej 100 tys. do 500 tys. mieszkańców","Tytuł zawodowy magistra (lub równorzędny)","Uczelnia wyższa","Asystent","Nie","Nie","4","3","5","1","4","1","3","2","1","3","2","4","1","2","2","3","3","3","2","1","2","1","1","1","3","1","3","1","1","1","1","1","4","3","1","3","2","2","1","1","2","2","1","1","1","1","4","1","1","3","5","3","1","5","2","3","5","2","3","4","2","2","3","5","4","3","3","6","2","6","2","4","1"
